ID=15;Dono_Do_Post=LaísMaas;Dono_Do_Post_Arroba=@Lais;Mensagem_Do_Post=Trem bala Não é sobre ter todas pessoas do mundo pra siÉ sobre saber que em algum lugar alguém zela por tiÉ sobre cantar e poder escutar mais do que a própria vozÉ sobre dançar na chuva de vida que cai sobre nósÉ saber se sentir infinitoNum universo tão vasto e bonito é saber sonhar...Profs, que vocês possam alçar voos cada vez maiores...Gratidão!!!;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=16;Dono_Do_Post=Marcão;Dono_Do_Post_Arroba=@marcos;Mensagem_Do_Post=Professores, obrigado por cada momento, pelos ensinamentos, pelas repostas óbvias, que vocês deram às perguntas, que hoje são óbvias (não eram, era foda entender em pouco tempo). Obrigado por tudo, tudo, tudo, pelos Kahoot's e pelo empenho de vocês em seus trabalhos. Desejo sorte na vida de cada um e qualquer dia passem lá no "segundo de dev"!!;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=17;Dono_Do_Post=Fabio;Dono_Do_Post_Arroba=@SapoAlado;Mensagem_Do_Post=eu não sou muito bom para escrever mensagens então considere a mensagem de baixo como as minhas palavras.obrigado por todos os ensinamentos.;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=18;Dono_Do_Post=GabrielaPossari;Dono_Do_Post_Arroba=@Gabriela;Mensagem_Do_Post=Quero agradecer vocês professores por me oferecerem o primeiro contato que tive com a programação, pelas aulas e explicações! Obrigada pelo semestre juntos!ass. Gabriela de Oliveira Possari Dev 1°;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=19;Dono_Do_Post=Matheus Esteves;Dono_Do_Post_Arroba=@matheusEsteves;Mensagem_Do_Post=Obrigado professores, a essa incrível introdução que nos deram ao infinito mundo da programação. A incrível paciência de se ler nossos códigos mesmo quando o problema era um nome errado. Muito obrigado por tudo e boa sorte em suas novas jornadas.;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=20;Dono_Do_Post=Pablo;Dono_Do_Post_Arroba=@Pablo;Mensagem_Do_Post=Queria agradecer a ajuda do Cesar e Alexandre, por terem me ensinado tanto em tão pouco tempo, e coisas que eu nunca tinha conseguido entender.Que os dois continuem sendo essas pessoas  incríveis que são!;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=21;Dono_Do_Post=Jurandir;Dono_Do_Post_Arroba=@Jurandir;Mensagem_Do_Post=Gostaria de agradecer por serem professores atenciosos ao aprendizado de todos, e por mostrarem que ser professor não é apenas ter uma atitude rígida, e sim, ter basicamente uma amizade com os alunos, mantendo um bom ensino, que é algo que me deixa confortável em conviver.Sentirei falta de ter aula com vcs. Obg por tudo.;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=22;Dono_Do_Post=Akira;Dono_Do_Post_Arroba=@Akira;Mensagem_Do_Post=Na realidade há muito a agradecer e em poucos caracteres, mas vamos lá...Nesse meu novo recomeço, vocês foram meu primeiro contato com a área, e sinceramente acho que não poderia ter sido melhor.Agradeço pelo estágio na empresa Input que consegui, sem seus ensinamentos isso não seria possível.Só tenho a agradecer pelo o que você fizeram pela gente.Gratid;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=23;Dono_Do_Post=Alexandre;Dono_Do_Post_Arroba=@Alexandre;Mensagem_Do_Post=Cesar e Alexandre, obrigado por tudo e pela paciência que tiveram em cada vez que tinha que repetir uma explicação kkk tudo de melhor pra vcs e que Deus os acompanhe smp . Obrigado !;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=24;Dono_Do_Post=Flavio;Dono_Do_Post_Arroba=@Flavio;Mensagem_Do_Post=vlw professores, obrigado pelos ensinamentos 👏🏻;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=25;Dono_Do_Post=Volpe;Dono_Do_Post_Arroba=@Volpe;Mensagem_Do_Post=Cesar e AlexandreObrigado por despertar em nós a paixão pela programação e nos inspirar a sermos grandes profissionais.Espero que nos nos encontremos logo no mercado de trabalho.Um grande abraço.;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=26;Dono_Do_Post=Matheus Marques;Dono_Do_Post_Arroba=@MatheusMarques;Mensagem_Do_Post=Quero agradecer pelos ensinamentos que me deram nesse tempo. E pela disposição e atenção que nos deram nas aulas, tenho certeza de que conseguimos absorver boa parte do conhecimento q nos passaram. Obrigado por tudo !;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=27;Dono_Do_Post=Luan;Dono_Do_Post_Arroba=@Luan;Mensagem_Do_Post=Só queria agradecer vocês por ter nós ensinado coisas que eu acho que nunca aprenderia na minha vida, não consegui aprender tudo mas o pouco que eu aprendi tenho que agradecer muito a vocês.Muito obrigado ❤;Curtidas=0;ID_Da_Lista_De_Comentarios=0
ID=28;Dono_Do_Post=Alexandre Fukaya;Dono_Do_Post_Arroba=@afukaya;Mensagem_Do_Post=Valeu pessoal!Ficou sensacional o site! Fico muito orgulhoso de todos vocês!;Curtidas=0;ID_Da_Lista_De_Comentarios=0
